style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Valuation,Volatility,MP
315,2026-05-31,BDX,US0758871091,00211101,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,-0.0025169035339191893,,,-0.0007826413815720446,,,,0.0011019279153477047,,,-0.0005375910460798267,0.0016285846395947695,-0.0011596204763606737,,-0.0012729167297982106,,-0.00023562501168605175,,0.0006651276606152812,,,,,,-0.0006671310571833996,,-0.0010751820921596534,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,,,-0.00120373647274396,,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,,,,,,-0.0002210668536109075
316,2026-05-31,BE,US0937121079,03366801,0.0025169035339191893,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,,,,,,,0.0006382925388613506,,,,0.0011300383213514727,,,,,,0.0012656429199136494,-0.00023562501168605175,,0.0006651276606152812,,,,,-0.00046433440458047936,,,,,0.001925978356390336,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,0.0014765834065659244,-0.0009546875473486579,,,,-0.0005798102381803368,,,,,-0.0006836034289657057,0.0010206797741239108,0.0001540251939583972
317,2026-05-31,BEAN,CH1101098163,21177301W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,-0.0003865401587868912,,,,-0.001893055649443493,,,,-0.0005859457962563192,,,,,,,-0.00023562501168605175,,,,,,,,-0.0006671310571833996,-0.0011535807863796283,,-0.0005738018419297633,,,0.0012952486022508108,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,-0.0005798102381803368,,,,,-0.0006836034289657057,-0.0010301744696971564,-0.0001439545187635818
318,2026-05-31,BEI,DE0005200000,10008301W,,,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,,,,,,,-0.0011074375549244432,-0.0018457292582074053,,,-0.0008295412396437777,,-0.0008326598157326641,,-0.0012584517669595946,-0.00023562501168605175,-0.0007457491952353153,,,,-0.0029930744727687656,,,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,0.004429750219697773,,-0.0006836034289657057,-0.0010301744696971564,-0.00031148097032253184
319,2026-05-31,BEIJ B,SE0015949748,10321902W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,-0.0003865401587868912,,,,0.0006382925388613506,,,,-0.0005859457962563192,,,,,,,-0.00023562501168605175,,0.0006651276606152812,,,,,-0.00046433440458047936,,0.0011476036838595266,0.0010648438028119647,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,-0.0005798102381803368,,,,,0.0013423485514235676,,-1.4062599597187763e-05
320,2026-05-31,BEPC,CA11285B1085,03679001,0.0025169035339191893,,0.00098003323444641,,,,-0.0003865401587868912,-0.0005607278759111105,,,0.0006382925388613506,,,,,,,,,-0.0012729167297982106,0.0012656429199136494,,,0.0006651276606152812,-0.005273512166306872,,,,-0.00046433440458047936,,,,,-0.0006552884940381321,-0.005402134414265577,,,-0.0003578150419788185,,,,,-0.0005782963733286909,,-0.0007508051219826733,-0.0014107484776107557,-0.0022600766427029453,-0.0014382305908109652,,0.0010206797741239108,-0.00026108355922326124
321,2026-05-31,BESI,NL0012866412,06181401W,,,0.00098003323444641,0.0010547024332613745,,,-0.0003865401587868912,-0.0005607278759111105,-0.0007826413815720446,-0.0006364583648991053,,0.002734413715862823,-0.0011074375549244432,,-0.0005859457962563192,,,-0.0011596204763606737,,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,-0.0006671310571833996,-0.0011535807863796283,,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,,,-8.047886661142711e-05
322,2026-05-31,BG,AT0000BAWAG2,32571101W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,0.0010159977568114159,,,,,,0.0006382925388613506,,,,,0.0017578373887689573,,,,,,-0.00023562501168605175,,,,,,,,,,,,,,,-0.00034934938641149627,,,,,,,0.0011300383213514727,-0.0007508051219826733,,,-0.0014382305908109652,,,-3.362044667147159e-05
323,2026-05-31,BG,CH1300646267,14443501,0.0025169035339191893,,0.00098003323444641,0.0010547024332613745,,,,,,,,,,-0.0018457292582074053,-0.0005859457962563192,,-0.0008295412396437777,,-0.0008326598157326641,0.0012656429199136494,,-0.00023562501168605175,-0.0007457491952353153,0.0006651276606152812,,,0.0029930744727687656,0.001942872903376216,0.0009190353152899943,-0.0006671310571833996,-0.0011535807863796283,-0.0010751820921596534,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,-0.00120373647274396,,-0.0005782963733286909,,-0.0007508051219826733,,-0.0022600766427029453,0.002839583474165239,-0.0006836034289657057,,-0.0002078578265245817
324,2026-05-31,BHP,AU000000BHP4,01331201W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,-0.0003865401587868912,-0.0005607278759111105,,0.0024339286921416336,,,,0.001830475297395774,-0.0005859457962563192,0.0017578373887689573,-0.0008295412396437777,,0.001652891873021557,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,-0.0006671310571833996,,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,0.0017037500844991435,,,,,,,,0.00012628845644610642
325,2026-05-31,BIIB,US09062X1037,02446801,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,-0.0025169035339191893,,,-0.0007826413815720446,,,,,,0.0011300383213514727,0.0017578373887689573,,-0.0011596204763606737,-0.0008326598157326641,-0.0012729167297982106,-0.0012584517669595946,-0.00023562501168605175,-0.0007457491952353153,0.0006651276606152812,,,0.0029930744727687656,0.001942872903376216,-0.00046433440458047936,-0.0006671310571833996,,,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,,,-0.00120373647274396,0.0022148751098488863,-0.0005782963733286909,-0.0005798102381803368,,,,,0.0013423485514235676,,-0.000172137484906146
326,2026-05-31,BIM,FR0013280286,27057801W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,,,-0.0007826413815720446,,,,,0.001830475297395774,0.0011300383213514727,-0.0005375910460798267,,-0.0011596204763606737,-0.0008326598157326641,,,-0.00023562501168605175,-0.0007457491952353153,-0.001977567062365077,,,0.0029930744727687656,,-0.00046433440458047936,,,,,,,-0.00043772235372507634,-0.00034934938641149627,,,,,,0.0017037500844991435,,,,,,,-0.0010301744696971564,-1.5610733373672362e-05
327,2026-05-31,BIRG,IE00BD1RP616,06359001W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,-0.0005187061147187088,,0.0011416882009530342,,,,0.0006382925388613506,,,,,0.0017578373887689573,,,0.001652891873021557,,,-0.00023562501168605175,,,,-0.0010857230930631796,,,-0.00046433440458047936,,,,,,,,-0.00034934938641149627,,,,,,-0.0005782963733286909,,-0.0007508051219826733,,,,,,4.242260131186548e-06
328,2026-05-31,BK,US0640581007,00201901,0.0025169035339191893,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,,,0.0011416882009530342,0.0016406482295176937,,,,,,,-0.0005859457962563192,-0.0005375910460798267,0.0016285846395947695,,,,,-0.00023562501168605175,,,,,,,,,,0.0010648438028119647,0.0011300383213514727,,,,,,,,,-0.001118623792852973,-0.0005782963733286909,,-0.0007508051219826733,,,-0.0014382305908109652,,,0.00010557443467115376
329,2026-05-31,BKNG,US09857L1089,11931401,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,,,0.0025169035339191893,-0.0003865401587868912,-0.0005607278759111105,0.00303407549294368,0.0024339286921416336,,,,,,0.0017578373887689573,,,0.001652891873021557,,-0.0012584517669595946,-0.00023562501168605175,-0.0007457491952353153,,,,,,,0.001318378041576718,0.0011476036838595266,,,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,0.002734413715862823,,,,,,,,,0.0013423485514235676,,0.00014808084457759274
330,2026-05-31,BKR,US05722G1004,03210601,-0.0012952486022508108,,,,-0.0005187061147187088,,,,,,0.0006382925388613506,,-0.0011074375549244432,,0.0011300383213514727,,,,,,,-0.00023562501168605175,,0.0006651276606152812,,,,0.001942872903376216,,,,,,,,,,,-0.0003825345612865089,,,,,,,,,,,,-2.226387756841439e-05
331,2026-05-31,BKT,ES0113679I37,01584601W,,-0.0003865401587868912,-0.00033206523386040276,,,,-0.0003865401587868912,-0.0005607278759111105,,,0.0006382925388613506,,,,,0.0017578373887689573,0.0016285846395947695,,0.001652891873021557,,,-0.00023562501168605175,0.002171446186126359,,,-0.0010857230930631796,,,-0.00046433440458047936,,,,,,,,-0.00034934938641149627,,,,,,,,,,,,,0.0010206797741239108,0.00010766642212132717
332,2026-05-31,BKW,CH0130293662,10289002W,,,-0.00033206523386040276,,,,-0.0003865401587868912,-0.0005607278759111105,,,0.0006382925388613506,,-0.0011074375549244432,,,,,,,,,-0.00023562501168605175,,0.0006651276606152812,,,,,-0.00046433440458047936,,,,,-0.0006552884940381321,,-0.00043772235372507634,,-0.0003578150419788185,,,,-0.001118623792852973,-0.0005782963733286909,,-0.0007508051219826733,-0.0014107484776107557,,0.002839583474165239,,-0.0010301744696971564,-8.817913782801072e-05
333,2026-05-31,BLK,US09290D1019,12443401,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,,0.0016406482295176937,,,,,,,-0.0005859457962563192,-0.0005375910460798267,-0.0008295412396437777,,-0.0008326598157326641,,,-0.00023562501168605175,,,,-0.0010857230930631796,,,,,,,-0.0005738018419297633,,,,-0.00034934938641149627,-0.0003578150419788185,,-0.0009546875473486579,0.0023314474840514595,-0.001118623792852973,-0.0005782963733286909,-0.0005798102381803368,-0.0007508051219826733,-0.0014107484776107557,,-0.0014382305908109652,,-0.0010301744696971564,-0.00018010259588883398
334,2026-05-31,BMED,IT0004776628,21295501W,,,,,-0.0005187061147187088,,0.0011416882009530342,,,,0.0006382925388613506,,,,,-0.0005375910460798267,0.0016285846395947695,,,,,0.0009267259873844713,-0.0007457491952353153,,,0.0031641072997841235,,,-0.00046433440458047936,,,-0.0010751820921596534,-0.0005738018419297633,,,,-0.00034934938641149627,-0.0003578150419788185,,,,,,-0.0005798102381803368,0.0022148751098488863,,,,,0.0010206797741239108,8.201444936198675e-05
335,2026-05-31,BMO,CA0636711016,01558001C,,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,,,,,,,0.0006382925388613506,,-0.0011074375549244432,,,-0.0005375910460798267,,,,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,,,,,,,,,,,,,-0.001118623792852973,-0.0005782963733286909,,-0.0007508051219826733,,,,,,-1.6432839779526772e-05
336,2026-05-31,BMPS,IT0005508921,02458401W,,-0.0003865401587868912,-0.00033206523386040276,,,,0.0011416882009530342,,,,0.0006382925388613506,,,,,-0.0005375910460798267,0.0016285846395947695,,0.001652891873021557,,,0.0009267259873844713,0.002171446186126359,,,0.0031641072997841235,,,-0.00046433440458047936,,,,,,,,-0.00034934938641149627,,,,,0.0022148751098488863,-0.0005782963733286909,0.0011300383213514727,0.0022148751098488863,,,-0.0014382305908109652,,,0.00023887666036562908
337,2026-05-31,BMW,DE0005190003,10002201W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,0.0011416882009530342,0.0016406482295176937,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,,0.001830475297395774,0.0011300383213514727,-0.0005375910460798267,-0.0008295412396437777,,,,-0.0012584517669595946,-0.00023562501168605175,-0.0007457491952353153,,,,-0.0029930744727687656,-0.001942872903376216,-0.00046433440458047936,,,0.0010648438028119647,0.0011300383213514727,-0.0006552884940381321,,-0.00043772235372507634,,,-0.0003825345612865089,,,,,,,,,,-0.0006836034289657057,,5.671482734171757e-05
338,2026-05-31,BMW3,DE0005190037,10002202W,,,,,,,,,-0.0007826413815720446,-0.0006364583648991053,,-0.0009385064024783416,,0.001830475297395774,0.0011300383213514727,-0.0005375910460798267,-0.0008295412396437777,,,,-0.0012584517669595946,-0.00023562501168605175,-0.0007457491952353153,,,,-0.0029930744727687656,-0.001942872903376216,-0.00046433440458047936,,,0.0010648438028119647,0.0011300383213514727,-0.0006552884940381321,,-0.00043772235372507634,,,-0.0003825345612865089,,,,,,,,,,-0.0006836034289657057,,-5.712348866982596e-06
339,2026-05-31,BMY,US1101221083,00240301,,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,,,,,-0.0007826413815720446,,,,-0.0011074375549244432,,-0.0005859457962563192,-0.0005375910460798267,0.0016285846395947695,-0.0011596204763606737,0.001652891873021557,,0.0012656429199136494,0.0009267259873844713,-0.0007457491952353153,0.0006651276606152812,,,,,-0.00046433440458047936,-0.0006671310571833996,,-0.0010751820921596534,-0.0005738018419297633,,,0.0012952486022508108,0.0010301744696971564,0.0010547024332613745,,,,0.0022148751098488863,,,0.0022148751098488863,,,,0.0013423485514235676,0.0010206797741239108,0.0003677670563841486
340,2026-05-31,BN,CA11271J1075,00236901C,,,,,,,,,,,-0.001893055649443493,,,,-0.0005859457962563192,-0.0005375910460798267,,,-0.0008326598157326641,,,-0.00023562501168605175,,,,-0.0010857230930631796,,,-0.00046433440458047936,,,,0.0011300383213514727,,,,-0.00034934938641149627,-0.0003578150419788185,,,,-0.001118623792852973,-0.0005782963733286909,,-0.0007508051219826733,0.002768593887311108,,-0.0014382305908109652,,,-6.637709788569687e-05
341,2026-05-31,BN,FR0000120644,01745202W,,,-0.00033206523386040276,,,,,,,,,,,0.001830475297395774,,,-0.0008295412396437777,,,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,,,,-0.0005738018419297633,,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,-0.001118623792852973,,,-0.0007508051219826733,-0.0014107484776107557,-0.0022600766427029453,-0.0014382305908109652,,,-0.00010016538963247915
342,2026-05-31,BN4,SG1U68934629,10007601W,,0.0011476036838595266,0.00098003323444641,0.0010547024332613745,-0.0005187061147187088,,-0.0003865401587868912,,,,0.0006382925388613506,,,,0.0011300383213514727,,,,,-0.0012729167297982106,-0.0012584517669595946,0.0009267259873844713,,-0.001977567062365077,,,,,-0.00046433440458047936,,,0.0010648438028119647,0.0011300383213514727,-0.0006552884940381321,,,0.0010301744696971564,0.0010547024332613745,,,,,,-0.0005798102381803368,,,,,-0.0006836034289657057,,-6.086756340547851e-05
343,2026-05-31,BNP,FR0000131104,01553204W,,,-0.00033206523386040276,,,,,,,,0.0006382925388613506,,,,,0.0017578373887689573,,,0.001652891873021557,,,-0.00023562501168605175,,,,0.0031641072997841235,,,,,,,,,,,-0.00034934938641149627,,,,,0.0022148751098488863,0.0017037500844991435,0.0011300383213514727,0.0022148751098488863,,,0.002839583474165239,,0.0010206797741239108,0.0002995111521445948
344,2026-05-31,BNR,DE000A1DAHH0,26983501W,,-0.0003865401587868912,-0.00033206523386040276,,,,-0.0003865401587868912,,,,0.0006382925388613506,,,,,,,,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,0.0006651276606152812,,,,,-0.00046433440458047936,,,,,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,,,,,,,,1.6428706722983072e-05
345,2026-05-31,BNS,CA0641491075,01558201C,,,,,,,-0.0003865401587868912,0.0016406482295176937,,,0.0006382925388613506,,-0.0011074375549244432,,,-0.0005375910460798267,,,,,,0.0009267259873844713,,,,-0.0010857230930631796,,,-0.00046433440458047936,,,,,,,,-0.00034934938641149627,,,,,,-0.0005782963733286909,,-0.0007508051219826733,,,,,,1.6034893888146265e-05
346,2026-05-31,BNZL,GB00B0744B38,10009501W,,,,,-0.0005187061147187088,,-0.0003865401587868912,,,,0.0006382925388613506,,,,0.0011300383213514727,,,,,0.0012656429199136494,0.0012656429199136494,-0.00023562501168605175,,0.0006651276606152812,,,,,,-0.0006671310571833996,,,-0.0005738018419297633,-0.0006552884940381321,,-0.00043772235372507634,-0.00034934938641149627,-0.0003578150419788185,-0.0003825345612865089,,,,,-0.0005798102381803368,,,,,0.0013423485514235676,,6.415424688810342e-05
347,2026-05-31,BOL,FR0000039299,10289201W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,0.0011416882009530342,,,-0.0006364583648991053,,-0.0009385064024783416,,,,,-0.0008295412396437777,,-0.0008326598157326641,,,0.0009267259873844713,,,,,,-0.001942872903376216,-0.00046433440458047936,,,,,,,,,,,,,,,,,,,,-0.0006836034289657057,,-4.560987752599361e-05
348,2026-05-31,BOL,SE0020050417,06489402W,,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,0.0011416882009530342,-0.0005607278759111105,,-0.0006364583648991053,,,0.0011019279153477047,,-0.0005859457962563192,-0.0005375910460798267,,,,,,-0.00023562501168605175,,,,,,0.001942872903376216,,0.001318378041576718,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,,,-0.00043772235372507634,-0.00034934938641149627,,0.0014765834065659244,,,,0.0017037500844991435,,,0.002768593887311108,0.004429750219697773,,0.0013423485514235676,,0.00036674234251638286
349,2026-05-31,BP.,GB0007980591,00241001W,,,,,0.0010159977568114159,,-0.0003865401587868912,0.0016406482295176937,,,0.0006382925388613506,,-0.0011074375549244432,,-0.0005859457962563192,,,,,0.0012656429199136494,0.0012656429199136494,0.0009267259873844713,,0.0006651276606152812,,,,-0.001942872903376216,,,,,,0.001925978356390336,,,,,-0.0003825345612865089,,,,,,,,,,0.0013423485514235676,0.0010206797741239108,0.0002768638841404019
350,2026-05-31,BPE,IT0000066123,20064701W,,,,,-0.0005187061147187088,,0.0011416882009530342,-0.0005607278759111105,,,,,,,,-0.0005375910460798267,0.0016285846395947695,,,,,0.0009267259873844713,,,,0.0031641072997841235,,,-0.00046433440458047936,,,,,,,,,,,,,,,,,,,,,,5.924211115567837e-05
351,2026-05-31,BR,US11133T1034,17692801,,-0.0003865401587868912,-0.00033206523386040276,,,,,,,,0.0006382925388613506,,,,,,,,,,,0.0009267259873844713,,0.0006651276606152812,,,,,,0.001318378041576718,0.0011476036838595266,0.0010648438028119647,0.0011300383213514727,-0.0006552884940381321,,0.0012952486022508108,0.0010301744696971564,0.0010547024332613745,0.0014765834065659244,0.002734413715862823,,,,0.0011300383213514727,,,,,0.0013423485514235676,,0.0003691520612534974
352,2026-05-31,BRKB,US0846707026,00217602,-0.0012952486022508108,-0.0003865401587868912,-0.00033206523386040276,-0.0005349939878862045,,,,-0.0005607278759111105,,,-0.001893055649443493,,,,-0.0005859457962563192,-0.0005375910460798267,-0.0008295412396437777,,-0.0008326598157326641,,,-0.00023562501168605175,,,,,,,-0.00046433440458047936,,,,,,,,-0.00034934938641149627,-0.0003578150419788185,,,,,-0.0005782963733286909,,-0.0007508051219826733,,,,,-0.0010301744696971564,-0.0001636363280573126
